supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label
S_02256,Johnson LLC,North America,IT Services,4883667,2520189,1,299129,53,6,54,0.5,8,Medium,675,2025-11-01 22:08:46.557635+00:00,1.0,12362.0,44.0,1.0,0.0,62.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.9,0.714,high
S_02257,Williamson and Sons,LATAM,Manufacturing,1138336,578321,49,1094094,31,0,71,0.5,0,Medium,675,2025-11-01 22:08:46.557770+00:00,3.0,41010.333333333336,68.33333333333333,1.0,0.3333333333333333,80.33333333333333,Long-term partnership clause with annual reviews.,28.3,0.571,medium
S_02258,Aguilar-Holland,Europe,Facilities,398378,324525,47,102309,14,11,83,0.52,10,High,682,2025-11-01 22:08:46.558057+00:00,0.0,0.0,47.0,0.0,0.0,83.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.18,0.571,medium
S_02259,Smith and Sons,North America,Biotech,3648165,2453425,15,32961,19,9,52,0.41,9,High,643,2025-11-01 22:08:46.558199+00:00,0.0,0.0,15.0,0.0,0.0,52.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.03,0.857,high
S_02260,Mccann-Sanders,Europe,Manufacturing,1433355,675943,17,58875,44,4,71,0.25,2,Medium,587,2025-11-01 22:08:46.558431+00:00,0.0,0.0,17.0,0.0,0.0,71.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.83,0.286,low
S_02261,Reeves Ltd,LATAM,Biotech,3909330,2280445,14,1214767,47,2,75,0.81,0,High,783,2025-11-01 22:08:46.558567+00:00,1.0,1677.0,41.0,1.0,1.0,84.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.45,0.286,low
S_02262,Fitzgerald-Scott,Europe,Facilities,4524870,2599123,63,1969672,24,10,70,0.54,4,Low,689,2025-11-01 22:08:46.558798+00:00,2.0,17314.5,45.5,1.0,0.0,53.5,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.28,0.857,high
S_02263,Hawkins Inc,Asia-Pacific,Biotech,1199761,1057375,36,1464345,24,5,64,0.24,8,High,584,2025-11-01 22:08:46.558942+00:00,0.0,0.0,36.0,0.0,0.0,64.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.68,0.429,medium
S_02264,Galvan-Ruiz,North America,Biotech,4726128,3297048,44,1329633,28,8,63,0.21,4,Low,573,2025-11-01 22:08:46.559175+00:00,1.0,12329.0,33.0,1.0,0.0,94.0,No clear penalty clause; termination ambiguous.,52.91,0.714,high
S_02265,Barajas-Crosby,LATAM,Facilities,2423893,1159711,21,1262247,56,10,73,0.81,2,High,783,2025-11-01 22:08:46.559417+00:00,1.0,24892.0,28.0,1.0,0.0,53.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.71,0.571,medium
S_02266,"Mckinney, Pacheco and Smith",LATAM,Facilities,4202709,1706450,52,225060,57,6,58,0.24,4,Medium,584,2025-11-01 22:08:46.559753+00:00,0.0,0.0,52.0,0.0,0.0,58.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.48,1.0,high
S_02267,"Harvey, Turner and Foster",Asia-Pacific,Facilities,305712,254305,19,1599157,32,6,51,0.56,2,High,696,2025-11-01 22:08:46.560100+00:00,0.0,0.0,19.0,0.0,0.0,51.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.27,0.429,medium
S_02268,Anderson-Mcclain,Asia-Pacific,Manufacturing,577541,251520,25,1437940,6,1,78,0.49,3,Medium,671,2025-11-01 22:08:46.560342+00:00,2.0,29398.0,33.0,1.0,0.0,74.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.81,0.571,medium
S_02269,Carpenter LLC,North America,IT Services,806368,493193,44,1114274,34,9,53,0.54,5,High,689,2025-11-01 22:08:46.560477+00:00,0.0,0.0,44.0,0.0,0.0,53.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.9,0.429,medium
S_02270,Gordon LLC,Europe,Logistics,2194632,1526070,39,937649,42,4,53,0.44,6,Low,654,2025-11-01 22:08:46.560611+00:00,1.0,21289.0,35.0,1.0,1.0,54.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,38.89,0.714,high
S_02271,Anderson-Stewart,Asia-Pacific,Facilities,3114919,2154783,40,1525573,35,1,86,0.37,1,Medium,629,2025-11-01 22:08:46.560853+00:00,0.0,0.0,40.0,0.0,0.0,86.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.5,0.286,low
S_02272,"Hamilton, Green and Edwards",LATAM,Facilities,4451610,3927263,38,1787572,51,6,87,0.71,3,Medium,748,2025-11-01 22:08:46.561192+00:00,0.0,0.0,38.0,0.0,0.0,87.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.5,0.286,low
S_02273,Porter LLC,Europe,Logistics,3307659,2780264,77,1047872,22,10,92,0.91,8,Medium,818,2025-11-01 22:08:46.561337+00:00,1.0,36462.0,35.0,1.0,0.0,67.0,Long-term partnership clause with annual reviews.,29.93,0.857,high
S_02274,"Ward, Jordan and Orr",Asia-Pacific,Facilities,4638053,1969261,23,519371,53,11,80,0.96,7,Low,836,2025-11-01 22:08:46.561680+00:00,0.0,0.0,23.0,0.0,0.0,80.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.38,0.286,low
S_02275,Austin-Juarez,Europe,Manufacturing,794087,637536,12,1192084,17,2,51,0.63,9,Medium,720,2025-11-01 22:08:46.561931+00:00,0.0,0.0,12.0,0.0,0.0,51.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,50.01,0.143,low
S_02276,Black-Graham,Europe,Logistics,4150929,3092863,77,1475076,36,3,100,0.39,10,High,636,2025-11-01 22:08:46.562156+00:00,1.0,13781.0,44.0,1.0,0.0,97.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.12,0.714,high
S_02277,Stewart Group,LATAM,IT Services,4793945,2538576,23,1831538,41,2,70,1.0,3,Medium,850,2025-11-01 22:08:46.562285+00:00,0.0,0.0,23.0,0.0,0.0,70.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.11,0.0,low
S_02278,Peters Ltd,LATAM,Facilities,3361680,2382273,75,1378896,17,4,60,0.95,7,Medium,832,2025-11-01 22:08:46.562420+00:00,0.0,0.0,75.0,0.0,0.0,60.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.41,0.429,medium
S_02279,"Yates, Brown and Hernandez",Europe,Logistics,2036062,1548353,43,1376725,15,0,58,0.7,3,Medium,745,2025-11-01 22:08:46.562741+00:00,0.0,0.0,43.0,0.0,0.0,58.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.97,0.286,low
S_02280,White Group,Asia-Pacific,Manufacturing,231958,100351,78,406149,20,12,61,0.66,8,High,731,2025-11-01 22:08:46.562881+00:00,1.0,12837.0,27.0,1.0,1.0,68.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.58,1.0,high
S_02281,Martin-Mcdonald,Asia-Pacific,Facilities,1210145,883310,77,1249395,39,2,88,0.37,0,Medium,629,2025-11-01 22:08:46.563105+00:00,1.0,18475.0,52.0,1.0,0.0,83.0,Supplier notified raw material shortages causing delays.,49.84,0.714,high
S_02282,Carney Group,Asia-Pacific,Manufacturing,4103974,2315165,34,1457126,27,2,74,0.47,0,Low,664,2025-11-01 22:08:46.563235+00:00,0.0,0.0,34.0,0.0,0.0,74.0,Supplier notified raw material shortages causing delays.,46.4,0.286,low
S_02283,Alexander Ltd,North America,Logistics,3762509,2541789,28,270711,7,0,95,0.46,6,Medium,661,2025-11-01 22:08:46.563375+00:00,0.0,0.0,28.0,0.0,0.0,95.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.67,0.286,low
S_02284,"Washington, Vasquez and Singleton",Europe,Logistics,2112380,1661869,55,1321594,52,12,59,0.37,2,Medium,629,2025-11-01 22:08:46.563732+00:00,0.0,0.0,55.0,0.0,0.0,59.0,Penalty clause included for delayed delivery.,24.05,1.0,high
S_02285,Martinez Inc,Europe,Manufacturing,3971166,2410830,64,1477678,8,6,75,0.57,4,Medium,699,2025-11-01 22:08:46.563872+00:00,0.0,0.0,64.0,0.0,0.0,75.0,Supplier notified raw material shortages causing delays.,48.39,0.571,medium
S_02286,Oneill and Sons,LATAM,Manufacturing,287205,144655,46,119806,21,6,52,0.94,5,Medium,829,2025-11-01 22:08:46.564003+00:00,1.0,49633.0,84.0,1.0,0.0,69.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.21,0.857,high
S_02287,Brady LLC,Asia-Pacific,Logistics,1471581,1052308,10,1536571,58,0,90,0.7,7,Medium,745,2025-11-01 22:08:46.564171+00:00,0.0,0.0,10.0,0.0,0.0,90.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.17,0.143,low
S_02288,"Macdonald, Willis and Silva",Europe,Facilities,2545704,1362268,86,1368962,33,7,100,0.78,5,Medium,773,2025-11-01 22:08:46.564519+00:00,1.0,17666.0,22.0,1.0,0.0,99.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.08,0.714,high
S_02289,Fox PLC,Europe,IT Services,3640556,2492278,0,1775502,33,2,50,0.56,0,High,696,2025-11-01 22:08:46.564651+00:00,0.0,0.0,0.0,0.0,0.0,50.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.86,0.143,low
S_02290,Butler Inc,Asia-Pacific,Facilities,3446027,2899897,33,1993621,32,11,54,0.35,4,Medium,622,2025-11-01 22:08:46.564781+00:00,0.0,0.0,33.0,0.0,0.0,54.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.84,0.857,high
S_02291,Tate Ltd,LATAM,Biotech,2291987,1156153,66,1950518,19,9,94,0.45,9,Medium,657,2025-11-01 22:08:46.564938+00:00,0.0,0.0,66.0,0.0,0.0,94.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.4,0.857,high
S_02292,Clay Inc,Asia-Pacific,Biotech,4867706,3868836,32,1265653,51,8,77,0.87,0,Medium,804,2025-11-01 22:08:46.565076+00:00,1.0,29328.0,17.0,1.0,0.0,100.0,Supplier notified raw material shortages causing delays.,48.66,0.429,medium
S_02293,Maldonado-Becker,North America,IT Services,2692361,1880904,84,445236,15,6,99,0.85,6,High,797,2025-11-01 22:08:46.565316+00:00,0.0,0.0,84.0,0.0,0.0,99.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.45,0.571,medium
S_02294,Brooks-Hickman,Europe,Biotech,1120042,592087,48,222712,14,1,60,0.31,8,Medium,608,2025-11-01 22:08:46.565551+00:00,0.0,0.0,48.0,0.0,0.0,60.0,Standard contract with net 30 payment terms.,29.53,0.714,high
S_02295,Hood and Sons,North America,Manufacturing,4526727,2556569,36,1189406,27,3,66,0.84,0,High,794,2025-11-01 22:08:46.565686+00:00,0.0,0.0,36.0,0.0,0.0,66.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.79,0.143,low
S_02296,Miller Ltd,LATAM,Facilities,664333,511972,20,298296,18,9,83,0.35,4,Low,622,2025-11-01 22:08:46.565830+00:00,2.0,19275.0,4.5,0.0,0.0,60.5,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.51,0.857,high
S_02297,"Castillo, Fuller and Adams",Europe,IT Services,2568018,1537846,59,1575572,38,11,81,0.34,1,Low,619,2025-11-01 22:08:46.566172+00:00,1.0,20907.0,68.0,1.0,0.0,68.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.92,1.0,high
S_02298,"Smith, Booker and Douglas",Europe,Logistics,4254261,2659447,82,1155120,47,7,53,0.62,5,Medium,717,2025-11-01 22:08:46.566511+00:00,1.0,37257.0,30.0,1.0,0.0,58.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.65,0.857,high
S_02299,Nguyen-Dennis,North America,Facilities,2483728,1859726,25,1473618,52,4,86,0.25,10,Medium,587,2025-11-01 22:08:46.566745+00:00,0.0,0.0,25.0,0.0,0.0,86.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.09,0.286,low
S_02300,"Meadows, Robles and Anderson",Asia-Pacific,Facilities,2616472,1078642,86,690666,38,6,93,0.57,7,Medium,699,2025-11-01 22:08:46.567093+00:00,1.0,29733.0,74.0,1.0,0.0,63.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.97,1.0,high
S_02301,Solis LLC,LATAM,Logistics,4809436,4048568,69,516340,6,9,78,0.82,2,High,787,2025-11-01 22:08:46.567231+00:00,0.0,0.0,69.0,0.0,0.0,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.5,0.571,medium
S_02302,Yates-Manning,North America,Biotech,1051014,882881,53,185477,30,6,58,0.24,0,High,584,2025-11-01 22:08:46.567470+00:00,0.0,0.0,53.0,0.0,0.0,58.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.69,1.0,high
S_02303,"Crane, James and Ross",Asia-Pacific,Facilities,2756597,2045923,52,592553,27,7,92,0.49,8,Low,671,2025-11-01 22:08:46.567803+00:00,1.0,16604.0,49.0,1.0,0.0,93.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.87,1.0,high
S_02304,Allen Group,Asia-Pacific,Facilities,2755105,1587030,22,544282,36,6,67,0.46,0,High,661,2025-11-01 22:08:46.568168+00:00,0.0,0.0,22.0,0.0,0.0,67.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.79,0.714,high
S_02305,Smith and Sons,Asia-Pacific,Biotech,3291482,2611620,53,1705246,39,2,68,0.62,10,High,717,2025-11-01 22:08:46.568410+00:00,0.0,0.0,53.0,0.0,0.0,68.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,30.4,0.429,medium
S_02306,Price Group,Asia-Pacific,IT Services,648033,364549,19,377263,22,4,66,0.53,1,Medium,685,2025-11-01 22:08:46.568636+00:00,0.0,0.0,19.0,0.0,0.0,66.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.92,0.143,low
S_02307,Holland-Best,Asia-Pacific,Manufacturing,4988611,2353926,25,432766,39,6,84,0.69,6,High,741,2025-11-01 22:08:46.568990+00:00,0.0,0.0,25.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.71,0.286,low
S_02308,Martinez Group,LATAM,Manufacturing,2007743,1536113,57,51691,21,6,62,0.87,0,Low,804,2025-11-01 22:08:46.569152+00:00,1.0,25734.0,19.0,1.0,0.0,94.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.02,0.714,high
S_02309,Fitzgerald-Dorsey,Asia-Pacific,Logistics,2552313,2190276,65,1358443,32,0,61,0.85,0,Medium,797,2025-11-01 22:08:46.569416+00:00,0.0,0.0,65.0,0.0,0.0,61.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.89,0.571,medium
S_02310,"Munoz, Howard and Davis",Europe,Manufacturing,2841599,2533454,35,1575959,10,3,67,0.79,10,Medium,776,2025-11-01 22:08:46.569811+00:00,0.0,0.0,35.0,0.0,0.0,67.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.7,0.143,low
S_02311,Hunt-Burns,North America,Biotech,4947955,3155880,62,1830341,60,9,81,0.82,2,Low,787,2025-11-01 22:08:46.570076+00:00,1.0,14481.0,15.0,1.0,0.0,60.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.31,0.857,high
S_02312,Alvarez-Hart,Asia-Pacific,Manufacturing,2873902,1450953,49,1287989,23,8,50,0.99,4,Medium,846,2025-11-01 22:08:46.570337+00:00,0.0,0.0,49.0,0.0,0.0,50.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.1,0.714,high
S_02313,Davis-Henderson,Asia-Pacific,Facilities,404312,313704,62,637373,38,0,86,0.57,5,Medium,699,2025-11-01 22:08:46.570599+00:00,1.0,41645.0,4.0,0.0,0.0,59.0,Payment terms: net 30 days.,27.06,0.429,medium
S_02314,Austin-Hamilton,North America,IT Services,1918747,1328231,80,1606495,41,0,58,0.66,10,Low,731,2025-11-01 22:08:46.570861+00:00,0.0,0.0,80.0,0.0,0.0,58.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.05,0.429,medium
S_02315,Davis-Palmer,Asia-Pacific,IT Services,59141,28007,5,1690722,20,1,72,0.33,8,Medium,615,2025-11-01 22:08:46.571122+00:00,1.0,45534.0,37.0,1.0,0.0,85.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.99,0.429,medium
S_02316,Rhodes-Holland,Asia-Pacific,Biotech,1223667,1004344,2,992817,18,4,59,0.47,0,High,664,2025-11-01 22:08:46.571382+00:00,0.0,0.0,2.0,0.0,0.0,59.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.56,0.571,medium
S_02317,"Moore, Simpson and Soto",LATAM,Facilities,4777159,2593287,55,975268,29,9,73,0.8,1,Medium,780,2025-11-01 22:08:46.571768+00:00,0.0,0.0,55.0,0.0,0.0,73.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.49,0.571,medium
S_02318,"Miller, Mcdonald and Miller",LATAM,IT Services,609467,546518,87,1106141,52,2,62,0.61,0,Medium,713,2025-11-01 22:08:46.572151+00:00,1.0,43367.0,0.0,0.0,1.0,51.0,No clear penalty clause; termination ambiguous.,58.31,0.571,medium
S_02319,Evans-Joyce,Asia-Pacific,Biotech,1133274,948432,89,1088571,57,4,56,0.87,9,Medium,804,2025-11-01 22:08:46.572415+00:00,0.0,0.0,89.0,0.0,0.0,56.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,23.16,0.429,medium
S_02320,"Leach, Skinner and Mills",Europe,Logistics,2102630,1861956,54,75280,53,10,73,0.72,8,Medium,752,2025-11-01 22:08:46.572791+00:00,0.0,0.0,54.0,0.0,0.0,73.0,Long-term partnership clause with annual reviews.,33.93,0.571,medium
S_02321,Carroll-Arnold,LATAM,Facilities,2398398,1310167,66,449955,12,7,62,0.33,0,Medium,615,2025-11-01 22:08:46.573051+00:00,0.0,0.0,66.0,0.0,0.0,62.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.32,1.0,high
S_02322,Palmer PLC,Europe,Manufacturing,1574992,922575,67,1946348,57,12,55,0.87,7,Medium,804,2025-11-01 22:08:46.573205+00:00,1.0,9486.0,48.0,1.0,0.0,55.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,21.79,0.857,high
S_02323,Gutierrez-Marshall,Europe,Facilities,1304779,1059042,43,1190961,25,6,89,0.44,8,Medium,654,2025-11-01 22:08:46.573473+00:00,1.0,1809.0,20.0,1.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.42,0.714,high
S_02324,"Carroll, King and Scott",Europe,Logistics,246323,114973,18,471506,47,7,57,0.95,7,Medium,832,2025-11-01 22:08:46.573863+00:00,0.0,0.0,18.0,0.0,0.0,57.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.71,0.429,medium
S_02325,Mack Inc,Europe,Logistics,4909281,2523367,86,1745444,42,0,52,0.22,6,Medium,577,2025-11-01 22:08:46.574018+00:00,0.0,0.0,86.0,0.0,0.0,52.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.1,0.714,high
S_02326,Yang Group,LATAM,Manufacturing,2337847,1719601,70,598393,57,7,78,0.9,9,Medium,815,2025-11-01 22:08:46.574171+00:00,1.0,43532.0,53.0,1.0,1.0,65.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.64,1.0,high
S_02327,Hartman Group,LATAM,Facilities,2226760,1443385,40,434725,43,8,54,0.26,8,Medium,591,2025-11-01 22:08:46.574323+00:00,0.0,0.0,40.0,0.0,0.0,54.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.06,0.714,high
S_02328,Miller Ltd,Europe,Facilities,383795,252189,45,1233028,10,5,81,0.87,9,High,804,2025-11-01 22:08:46.574477+00:00,0.0,0.0,45.0,0.0,0.0,81.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.82,0.0,low
S_02329,Edwards-Ramsey,LATAM,Logistics,4924040,2966702,70,450607,38,4,85,0.44,8,Medium,654,2025-11-01 22:08:46.574739+00:00,0.0,0.0,70.0,0.0,0.0,85.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.75,0.571,medium
S_02330,"Cole, Morton and Peterson",Europe,Manufacturing,1772709,1316456,51,176248,15,3,87,0.62,6,Medium,717,2025-11-01 22:08:46.575164+00:00,0.0,0.0,51.0,0.0,0.0,87.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.39,0.429,medium
S_02331,Clark Inc,North America,IT Services,1563361,1202402,70,1852335,57,8,56,0.29,2,Low,601,2025-11-01 22:08:46.575340+00:00,2.0,38436.5,30.0,1.0,0.0,57.5,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.29,1.0,high
S_02332,"Hendrix, Green and Nunez",LATAM,Manufacturing,4580019,3001615,17,1720184,57,0,91,0.62,7,High,717,2025-11-01 22:08:46.575785+00:00,0.0,0.0,17.0,0.0,0.0,91.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,57.99,0.0,low
S_02333,Ferguson-Smith,North America,Manufacturing,3420458,1448692,75,286730,20,7,99,0.51,2,Medium,678,2025-11-01 22:08:46.576087+00:00,0.0,0.0,75.0,0.0,0.0,99.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.33,0.571,medium
S_02334,Smith Ltd,Europe,Logistics,1257779,675993,90,1082443,48,6,92,0.51,4,Medium,678,2025-11-01 22:08:46.576261+00:00,1.0,7322.0,80.0,1.0,0.0,84.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.02,0.857,high
S_02335,Stevens-Sullivan,Europe,IT Services,3859446,1629146,62,697663,35,8,89,0.94,6,Low,829,2025-11-01 22:08:46.576558+00:00,2.0,33467.0,52.0,1.0,0.0,85.5,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.28,0.714,high
S_02336,"Church, Guzman and Tucker",Europe,IT Services,1939839,1119590,57,37828,57,7,78,1.0,3,Medium,850,2025-11-01 22:08:46.576988+00:00,1.0,22561.0,14.0,1.0,0.0,52.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.59,1.0,high
S_02337,"Li, Jensen and Vazquez",Europe,Manufacturing,1482845,832546,43,1335663,8,10,99,0.87,5,Medium,804,2025-11-01 22:08:46.577418+00:00,0.0,0.0,43.0,0.0,0.0,99.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.43,0.286,low
S_02338,"Leonard, Ballard and Miller",North America,Biotech,324597,207489,77,1426630,53,3,83,0.49,4,Medium,671,2025-11-01 22:08:46.577864+00:00,3.0,21714.666666666668,31.333333333333332,0.6666666666666667,0.0,62.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.48,1.0,high
S_02339,Smith Inc,Asia-Pacific,IT Services,2400124,2138337,68,448800,12,1,69,0.41,1,Medium,643,2025-11-01 22:08:46.578042+00:00,0.0,0.0,68.0,0.0,0.0,69.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.85,0.857,high
S_02340,Horton and Sons,North America,Logistics,4105030,3563595,82,1673626,26,0,62,0.96,6,Medium,836,2025-11-01 22:08:46.578216+00:00,0.0,0.0,82.0,0.0,0.0,62.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.61,0.429,medium
S_02341,Clark Ltd,LATAM,Biotech,3774286,2645284,4,1232176,46,7,78,0.29,9,Medium,601,2025-11-01 22:08:46.578388+00:00,1.0,20298.0,25.0,1.0,0.0,86.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.36,0.714,high
S_02342,Santos Group,Europe,Logistics,498260,358450,38,1696732,55,10,67,0.9,5,Medium,815,2025-11-01 22:08:46.578560+00:00,0.0,0.0,38.0,0.0,0.0,67.0,Standard contract with net 30 payment terms.,26.27,0.429,medium
S_02343,"Garrison, Ryan and Miller",LATAM,Biotech,2498823,2011808,3,1928850,54,3,99,0.41,6,Medium,643,2025-11-01 22:08:46.578989+00:00,0.0,0.0,3.0,0.0,0.0,99.0,Supplier notified raw material shortages causing delays.,47.7,0.286,low
S_02344,Hernandez-Henderson,North America,Manufacturing,3634225,2238694,17,1295881,26,7,63,0.96,7,Medium,836,2025-11-01 22:08:46.579286+00:00,2.0,34258.5,39.5,0.5,0.0,71.0,Supplier notified raw material shortages causing delays.,43.1,0.429,medium
S_02345,Martin and Sons,Asia-Pacific,Biotech,1797452,1568189,46,960022,51,2,88,0.89,10,High,811,2025-11-01 22:08:46.579460+00:00,0.0,0.0,46.0,0.0,0.0,88.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,22.05,0.286,low
S_02346,"Park, Maynard and Ruiz",LATAM,Biotech,3734127,2938801,26,1500383,8,2,86,0.39,1,Medium,636,2025-11-01 22:08:46.579899+00:00,1.0,31389.0,72.0,1.0,0.0,50.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.15,0.714,high
