supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label,snapshot_week
S_01039,Lynn-Jones,Europe,IT Services,4204916,3002813,0,1699500,37,9,94,0.31,3,High,608,2025-11-02 09:16:01.581322+00:00,0.0,0.0,0.0,0.0,0.058575542638473505,94.0,Supplier notified raw material shortages causing delays.,41.89,0.571,medium,44
S_01040,Barron and Sons,North America,Biotech,50299,22555,26,227279,36,0,82,0.32,7,Medium,612,2025-11-02 09:16:01.581322+00:00,0.0,0.0,23.18414016006304,0.0,0.049319160919765626,82.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.68,0.286,low,44
S_01041,"Jones, Mcmahon and Spence",LATAM,Logistics,1071828,868325,69,555828,58,9,93,0.44,7,Low,654,2025-11-02 09:16:01.581322+00:00,0.0,0.0,69.02789779299118,0.001635173255254515,0.0,93.0,Long-term partnership clause with annual reviews.,32.13,0.857,high,44
S_01042,Wheeler-Austin,North America,Logistics,1083447,510133,84,514746,16,8,97,0.55,8,High,692,2025-11-02 09:16:01.581322+00:00,0.0,0.0,81.97362262570726,0.0,0.0,97.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.58,0.571,medium,44
S_01043,Bush-Reynolds,North America,Biotech,4080444,2637933,85,587097,31,6,94,0.43,1,Medium,650,2025-11-02 09:16:01.581322+00:00,0.0,0.0,85.99381597760973,0.0,0.025521685927860197,94.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.31,0.857,high,44
S_01044,"Martin, Preston and Moore",Asia-Pacific,Facilities,3613757,1662556,49,33109,43,4,52,0.32,10,Medium,612,2025-11-02 09:16:01.581322+00:00,0.0,0.0,49.96347581824368,0.028432964448522353,0.0,52.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,32.47,0.714,high,44
S_01045,Rivera and Sons,Asia-Pacific,Logistics,3778563,2395433,58,590709,6,2,72,0.23,8,Low,580,2025-11-02 09:16:01.581322+00:00,1.0,26053.0,65.32576732307706,1.0,0.0,84.0,Long-term partnership clause with annual reviews.,29.77,0.714,high,44
S_01046,Terry-Bowen,LATAM,Biotech,4271194,1842519,83,327514,28,10,96,0.37,9,Medium,629,2025-11-02 09:16:01.581322+00:00,0.0,0.0,82.28184485841967,0.0,0.0,96.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.59,0.857,high,44
S_01047,"Fernandez, Guerrero and Evans",Asia-Pacific,Facilities,1224734,531663,82,1024486,30,7,88,0.42,10,High,647,2025-11-02 09:16:01.581322+00:00,1.0,15293.0,74.8498778432472,1.0,0.035742619017508546,56.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.37,1.0,high,44
S_01048,Williams PLC,Asia-Pacific,Logistics,4302858,3222343,75,1227868,28,9,89,0.82,6,High,787,2025-11-02 09:16:01.581322+00:00,0.0,0.0,73.05440789493835,0.0,0.02369895652582894,89.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.43,0.571,medium,44
S_01049,"Larsen, Hernandez and Ward",Europe,Logistics,297647,133426,13,1057388,49,7,70,0.88,3,Low,808,2025-11-02 09:16:01.581322+00:00,1.0,20427.0,47.50022504816166,0.9984106540736971,0.004910507779188559,92.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.03,0.429,medium,44
S_01050,Miller-Colon,Europe,Facilities,2034888,1582953,53,1944362,10,0,89,0.28,4,High,598,2025-11-02 09:16:01.581322+00:00,0.0,0.0,50.749880565582494,0.024903467540335834,0.024525901101543054,89.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.0,0.714,high,44
S_01051,"Greene, Gonzalez and Johnson",Asia-Pacific,Biotech,661375,473311,3,1946826,17,5,56,0.55,7,Medium,692,2025-11-02 09:16:01.581322+00:00,0.0,0.0,3.902355365318451,0.0,0.0,56.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.94,0.143,low,44
S_01052,Little Inc,Europe,IT Services,4863212,3139453,86,609972,20,3,97,0.65,2,Medium,727,2025-11-02 09:16:01.581322+00:00,1.0,40820.0,78.26754710209441,0.8861060342341222,0.0,100.0,Long-term partnership clause with annual reviews.,32.66,0.429,medium,44
S_01053,Anthony-Parker,Europe,Manufacturing,4483626,3098427,80,1412277,12,3,52,0.85,2,Low,797,2025-11-02 09:16:01.581322+00:00,0.0,0.0,79.52668419778921,0.0,0.0,52.0,No clear penalty clause; termination ambiguous.,54.42,0.429,medium,44
S_01054,Ruiz-Jacobson,North America,IT Services,3066216,1510577,82,1117620,37,3,63,0.82,9,Low,787,2025-11-02 09:16:01.581322+00:00,0.0,0.0,82.40544524052407,0.0,0.024891385542084615,63.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,22.21,0.429,medium,44
S_01055,Davis-Stephens,Europe,Manufacturing,4251436,2633505,80,798777,10,9,55,0.48,2,Medium,668,2025-11-02 09:16:01.581322+00:00,1.0,18787.0,28.3098263942426,1.0,0.9349923897290227,92.0,Long-term partnership clause with annual reviews.,28.73,1.0,high,44
S_01056,Watson Group,LATAM,Logistics,2551709,1086363,69,703989,7,3,68,0.28,4,Medium,598,2025-11-02 09:16:01.581322+00:00,1.0,12642.0,71.27401277613573,1.0,0.0,94.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.86,0.714,high,44
S_01057,Lopez-Williams,Europe,IT Services,3052326,1335052,73,516249,60,8,89,0.25,8,Medium,587,2025-11-02 09:16:01.581322+00:00,1.0,38680.0,0.0,0.007170454635368616,0.057984830349321746,97.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.41,0.857,high,44
S_01058,Marshall-Perez,North America,Biotech,525199,333758,33,1379926,7,0,71,0.64,6,High,724,2025-11-02 09:16:01.581322+00:00,0.0,0.0,32.98188606614674,0.011438172161668743,0.01949790957194253,71.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.69,0.0,low,44
S_01059,Elliott-Hernandez,North America,Logistics,2856335,1434213,42,1948133,54,10,53,0.91,3,Medium,818,2025-11-02 09:16:01.581322+00:00,2.0,18133.5,35.41403454210746,0.9257311602097597,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.19,0.429,medium,44
S_01060,"Contreras, Miller and Cooper",North America,IT Services,4779968,4256695,53,1264406,53,9,55,0.92,8,Medium,822,2025-11-02 09:16:01.581322+00:00,1.0,49019.0,43.128407529445056,0.9749883947051265,0.0,65.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,47.13,0.857,high,44
S_01061,"Gutierrez, Avila and Perez",North America,Manufacturing,1136027,474632,64,482373,47,5,77,0.42,7,Medium,647,2025-11-02 09:16:01.581322+00:00,0.0,0.0,64.66080935238722,0.0,0.033489254904201196,77.0,Supplier notified raw material shortages causing delays.,43.91,0.571,medium,44
S_01062,Randall PLC,North America,Manufacturing,1960548,1542572,25,1130268,44,6,93,0.22,10,Medium,577,2025-11-02 09:16:01.581322+00:00,0.0,0.0,24.320570659459747,0.0,0.0,93.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.56,0.571,medium,44
S_01063,Sheppard-Mcdaniel,LATAM,Facilities,4684672,3502824,55,1480811,33,8,58,0.59,1,Medium,706,2025-11-02 09:16:01.581322+00:00,0.0,0.0,58.29266696839494,0.0,0.034300524361940136,58.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.69,0.714,high,44
S_01064,Armstrong-Young,Asia-Pacific,Facilities,3134563,2692697,30,496609,11,9,50,0.48,3,Medium,668,2025-11-02 09:16:01.581322+00:00,0.0,0.0,26.2275089753182,0.0,0.0,50.0,Supplier notified raw material shortages causing delays.,43.63,0.714,high,44
S_01065,Miller-Orr,North America,Logistics,4548119,3667198,9,128813,14,7,61,0.65,4,High,727,2025-11-02 09:16:01.581322+00:00,0.0,0.0,5.3045545583922085,0.0,0.0,61.0,Long-term partnership clause with annual reviews.,34.11,0.429,medium,44
S_01066,"Johnson, Duncan and Black",Europe,IT Services,2983223,1386775,50,1013909,48,1,92,0.68,1,High,738,2025-11-02 09:16:01.581322+00:00,0.0,0.0,48.66723187137579,0.0562330686658182,0.0,92.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.11,0.286,low,44
S_01067,"Byrd, Oliver and Martinez",Asia-Pacific,Logistics,4610434,2866633,38,1984315,29,12,85,0.36,4,Low,626,2025-11-02 09:16:01.581322+00:00,0.0,0.0,36.665648413359264,0.11520338225072464,0.0,85.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.45,0.571,medium,44
S_01068,Thompson-Joyce,Asia-Pacific,IT Services,2098546,1571571,64,228896,9,5,76,0.62,9,Medium,717,2025-11-02 09:16:01.581322+00:00,1.0,8143.0,42.71156679171544,0.9591322566640278,0.0,98.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.41,0.571,medium,44
S_01069,Stokes and Sons,Europe,Biotech,708053,364837,70,452015,13,5,96,0.36,2,High,626,2025-11-02 09:16:01.581322+00:00,1.0,24157.0,44.81833733932263,1.0,1.0,71.0,Payment terms: net 30 days.,32.37,0.857,high,44
S_01070,Henderson Ltd,LATAM,Manufacturing,2022205,830408,4,576857,23,9,74,0.76,4,Low,766,2025-11-02 09:16:01.581322+00:00,0.0,0.0,8.785314832268906,0.0051804918257139405,0.011654730337724208,74.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.67,0.429,medium,44
S_01071,Harris-Carson,LATAM,Facilities,758781,310663,48,816697,34,0,64,0.25,3,Medium,587,2025-11-02 09:16:01.581322+00:00,1.0,14292.0,73.87688690419091,0.984101315473321,0.023778275110940533,98.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.22,0.714,high,44
S_01072,Flowers LLC,Asia-Pacific,Manufacturing,3666202,2459195,44,1975500,7,9,98,0.63,5,Low,720,2025-11-02 09:16:01.581322+00:00,0.0,0.0,42.080251943716554,0.018719517194318552,0.0,98.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,47.47,0.286,low,44
S_01073,Bartlett-Sloan,Europe,Manufacturing,2252284,1284865,79,920323,33,12,96,0.85,0,Low,797,2025-11-02 09:16:01.581322+00:00,1.0,29834.0,29.146714508279977,1.0,0.0,72.0,Standard contract with net 30 payment terms.,29.21,0.714,high,44
S_01074,Miller PLC,Asia-Pacific,Biotech,4691367,2963777,73,1518314,42,12,83,0.51,4,High,678,2025-11-02 09:16:01.581322+00:00,0.0,0.0,75.20640378212681,0.034981264294037265,0.0,83.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.97,0.571,medium,44
S_01075,Arnold-Gates,Europe,Logistics,3248501,2773753,35,1686859,49,4,55,0.57,3,Medium,699,2025-11-02 09:16:01.581322+00:00,1.0,37911.0,26.76500677623887,1.0,0.0,66.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.82,0.286,low,44
S_01076,"Ellis, Marks and Buchanan",LATAM,Manufacturing,2531559,1791770,46,573604,48,4,100,0.47,10,Low,664,2025-11-02 09:16:01.581322+00:00,0.0,0.0,42.23521942514459,0.0,0.0,100.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.88,0.714,high,44
S_01077,"Matthews, Harrington and Rodriguez",Asia-Pacific,IT Services,153508,126459,56,980403,7,7,50,0.3,7,High,605,2025-11-02 09:16:01.581322+00:00,1.0,14720.0,51.261431749019756,0.9334687313673972,0.031957671189223456,84.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.42,1.0,high,44
S_01078,Hernandez PLC,Europe,Facilities,3059192,1313287,10,589748,45,8,70,0.58,1,Medium,703,2025-11-02 09:16:01.581322+00:00,0.0,0.0,12.000056655526588,0.0024902966968068613,0.0,70.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.47,0.286,low,44
S_01079,"Chang, Ayers and Buckley",Asia-Pacific,IT Services,2214319,1847910,16,486932,46,2,59,0.81,9,Medium,783,2025-11-02 09:16:01.581322+00:00,0.0,0.0,14.797414568401415,0.015634837425569852,0.0,59.0,Supplier notified raw material shortages causing delays.,45.82,0.143,low,44
S_01080,"Chan, Floyd and Dillon",North America,Logistics,2001798,1485775,56,1226118,26,0,85,0.29,3,High,601,2025-11-02 09:16:01.581322+00:00,0.0,0.0,55.635478770964625,0.0,0.016381026235341704,85.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.72,0.571,medium,44
S_01081,Humphrey-Baker,North America,IT Services,2223108,1489972,5,1269505,21,5,56,0.98,1,Medium,843,2025-11-02 09:16:01.581322+00:00,0.0,0.0,6.3796944112617915,0.0,0.0,56.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,36.98,0.143,low,44
S_01082,"Washington, Lynch and Johnson",Europe,Logistics,999444,562581,47,1748828,58,10,76,0.61,1,Medium,713,2025-11-02 09:16:01.581322+00:00,2.0,23664.0,48.27494960308813,0.448748614636007,0.0,61.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.48,0.857,high,44
S_01083,Powell-Montgomery,Asia-Pacific,Biotech,2424684,1925398,42,865926,47,5,80,0.31,4,Medium,608,2025-11-02 09:16:01.581322+00:00,1.0,11168.0,88.92403668488429,0.9699278037933012,0.005277892464751363,89.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,59.74,0.429,medium,44
S_01084,"Steele, Williams and Preston",Asia-Pacific,Logistics,1394801,1193860,3,232784,44,3,70,0.49,8,Medium,671,2025-11-02 09:16:01.581322+00:00,0.0,0.0,5.255898258836593,0.01486713297220185,0.023350708915044083,70.0,Payment terms: net 30 days.,33.9,0.286,low,44
S_01085,Vaughn-Williams,Asia-Pacific,Logistics,4312941,2542133,74,78366,48,11,59,0.83,6,Medium,790,2025-11-02 09:16:01.581322+00:00,2.0,41467.0,43.53775669376049,0.9503059254445085,0.010482532370245951,71.5,Payment terms: net 30 days.,31.37,0.714,high,44
S_01086,Mccall-Prince,Europe,Biotech,708044,461466,73,1331886,41,11,76,0.96,8,Medium,836,2025-11-02 09:16:01.581322+00:00,0.0,0.0,73.68297499212665,0.0,0.003954377720862475,76.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.12,0.571,medium,44
S_01087,Morgan LLC,LATAM,Biotech,4477141,2955665,40,574517,18,9,68,0.84,3,Medium,794,2025-11-02 09:16:01.581322+00:00,0.0,0.0,41.58704385151673,0.0,0.03411845121033439,68.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.11,0.429,medium,44
S_01088,Ramirez-Vasquez,Asia-Pacific,Manufacturing,3086382,2304097,56,1546789,32,5,55,0.38,5,Medium,633,2025-11-02 09:16:01.581322+00:00,2.0,31818.0,71.43682684775958,0.9378189855012532,0.014306972885149356,85.5,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.09,0.714,high,44
S_01089,"Cohen, Compton and Perez",LATAM,Biotech,691256,356117,53,491848,42,2,84,0.93,3,Medium,825,2025-11-02 09:16:01.581322+00:00,1.0,40995.0,30.491851821197823,1.0,0.953837019233179,95.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.68,0.571,medium,44
S_01090,Mccann-Ramos,Europe,Biotech,3469342,1839235,36,726327,26,1,55,0.74,6,Medium,759,2025-11-02 09:16:01.581322+00:00,4.0,23863.75,69.36292329081914,1.0,0.2165846307384293,77.75,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.13,0.286,low,44
S_01091,Adams-Butler,Europe,Logistics,1294857,1085352,1,359744,13,6,66,0.66,8,Medium,731,2025-11-02 09:16:01.581322+00:00,0.0,0.0,4.388502805848292,0.0012426453504024548,0.0,66.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.23,0.429,medium,44
S_01092,"Davis, Alexander and Mcintyre",Europe,Manufacturing,3991473,3260751,3,1457132,16,1,58,0.79,8,Low,776,2025-11-02 09:16:01.581322+00:00,1.0,30714.0,67.44888649305719,0.9355930010611246,0.0,82.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.72,0.143,low,44
S_01093,Figueroa-Malone,Asia-Pacific,Logistics,3305737,1987272,71,516325,51,4,57,0.92,5,Low,822,2025-11-02 09:16:01.581322+00:00,0.0,0.0,71.97467888328467,0.0,0.0,57.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.43,0.429,medium,44
S_01094,Nicholson-Robertson,North America,Manufacturing,2873945,1255558,45,951401,32,10,78,0.67,6,High,734,2025-11-02 09:16:01.581322+00:00,0.0,0.0,41.27059894041203,0.0,0.011357780895923791,78.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.98,0.286,low,44
S_01095,Jones Ltd,Europe,Biotech,4052255,3477527,65,185719,15,0,87,0.76,9,Medium,766,2025-11-02 09:16:01.581322+00:00,0.0,0.0,64.5536171243693,0.016669593631071473,0.010922771816935739,87.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.13,0.286,low,44
S_01096,"Powell, Deleon and Warren",LATAM,Logistics,3854461,2522103,75,595733,55,1,64,0.5,4,Medium,675,2025-11-02 09:16:01.581322+00:00,0.0,0.0,77.40125438310955,0.046889713123963964,0.0,64.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,51.24,0.429,medium,44
S_01097,"Johnson, Lee and Whitaker",LATAM,IT Services,455068,255475,40,1598173,17,2,52,0.65,3,Medium,727,2025-11-02 09:16:01.581322+00:00,1.0,39038.0,39.758129089821665,1.0,0.0,61.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.63,0.286,low,44
S_01098,Wright Group,Asia-Pacific,Manufacturing,2384182,1367740,21,258619,24,4,81,0.66,7,High,731,2025-11-02 09:16:01.581322+00:00,1.0,35288.0,23.87764116520948,1.0,0.011267263978326988,87.0,Standard contract with net 30 payment terms.,33.05,0.143,low,44
S_01099,Hull Ltd,Asia-Pacific,Biotech,1470365,1142083,29,1407612,23,2,56,0.43,3,Medium,650,2025-11-02 09:16:01.581322+00:00,0.0,0.0,32.43627774843209,0.0,0.0,56.0,Payment terms: net 30 days.,26.05,0.429,medium,44
S_01100,Hill Group,North America,Biotech,4317269,3675164,69,1138091,57,3,50,0.8,7,Low,780,2025-11-02 09:16:01.581322+00:00,1.0,5162.0,34.394668599241804,1.0,0.9714586235185385,59.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,43.26,0.714,high,44
S_01101,"Sanders, Leblanc and Maldonado",Asia-Pacific,Biotech,266235,163268,56,1102393,14,7,68,0.5,1,Medium,675,2025-11-02 09:16:01.581322+00:00,2.0,14493.0,14.788280078167817,0.4394208096681289,0.5159243970433847,77.5,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,51.42,0.857,high,44
S_01102,Watson PLC,LATAM,Facilities,1056134,561365,17,593958,52,10,57,0.56,5,Low,696,2025-11-02 09:16:01.581322+00:00,1.0,21703.0,19.06652679847244,1.0,0.002541923194848484,67.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.85,0.714,high,44
S_01103,Thompson-Harrell,Asia-Pacific,Logistics,1915976,1252147,35,960983,46,11,82,0.78,10,Medium,773,2025-11-02 09:16:01.581322+00:00,1.0,18072.0,29.6914558592448,0.9899849351297707,0.03630616438487146,59.0,Long-term partnership clause with annual reviews.,29.1,0.571,medium,44
S_01104,"Arnold, Cooper and Monroe",North America,Facilities,2690817,1211458,90,1675552,39,5,62,0.91,8,Medium,818,2025-11-02 09:16:01.581322+00:00,0.0,0.0,90.3268811415603,0.0,0.020058110183738573,62.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.79,0.571,medium,44
S_01105,Curry-Barker,North America,Logistics,348937,163455,48,1838957,20,10,62,0.96,4,Medium,836,2025-11-02 09:16:01.581322+00:00,0.0,0.0,51.69938936906942,0.02554965747366819,0.0,62.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.44,0.714,high,44
S_01106,Johnson-Williams,LATAM,IT Services,4114340,1916854,81,1846819,11,8,96,0.85,3,High,797,2025-11-02 09:16:01.581322+00:00,3.0,26545.666666666668,14.13050952832908,0.3596976251401051,0.3185248312926304,72.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.89,0.857,high,44
S_01107,"Chan, Lewis and Walker",Europe,Logistics,614228,257611,88,561705,45,6,90,0.59,9,High,706,2025-11-02 09:16:01.581322+00:00,1.0,32760.0,49.93291602283754,0.9650599391219611,0.025138356920865437,65.0,Supplier notified raw material shortages causing delays.,48.55,0.857,high,44
S_01108,Byrd LLC,Europe,IT Services,2975139,2440643,37,1410846,37,7,100,0.59,10,Medium,706,2025-11-02 09:16:01.581322+00:00,0.0,0.0,34.85831953277443,0.0,0.02280728165583276,100.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.79,0.429,medium,44
S_01109,"Ortiz, Smith and Deleon",Asia-Pacific,Manufacturing,3045805,1551731,36,889952,34,5,65,0.63,10,Medium,720,2025-11-02 09:16:01.581322+00:00,0.0,0.0,34.942523834816434,0.04891896005300215,0.025654966775244994,65.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.3,0.143,low,44
S_01110,"Smith, Buck and Holland",Asia-Pacific,Manufacturing,1528026,876764,50,1488112,14,12,80,0.57,7,Medium,699,2025-11-02 09:16:01.581322+00:00,0.0,0.0,53.716932859843055,0.012532071523859812,0.0,80.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.67,0.571,medium,44
S_01111,"Owen, Walker and Franklin",Asia-Pacific,Biotech,2020148,1025332,52,137513,41,12,70,0.22,4,Medium,577,2025-11-02 09:16:01.581322+00:00,0.0,0.0,52.254320727704425,0.006775937852690431,0.0044612378457978006,70.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.9,0.857,high,44
S_01112,Marquez-Fletcher,LATAM,Facilities,3499639,2097472,6,572702,37,11,64,0.51,5,Medium,678,2025-11-02 09:16:01.581322+00:00,0.0,0.0,4.041439681975884,0.0,0.018689021069072692,64.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,49.17,0.429,medium,44
S_01113,Coleman-Bennett,LATAM,Logistics,432759,296982,21,1134100,19,12,90,0.45,1,Low,657,2025-11-02 09:16:01.581322+00:00,0.0,0.0,17.859494615472066,0.05376699261733482,0.03682071065315234,90.0,Standard contract with net 30 payment terms.,33.49,0.571,medium,44
S_01114,Stevens-Robinson,North America,Manufacturing,2815591,2255869,11,1646687,51,5,72,0.3,8,High,605,2025-11-02 09:16:01.581322+00:00,0.0,0.0,11.627904111398399,0.01171725262710621,0.0,72.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.73,0.429,medium,44
S_01115,Byrd-Holloway,Asia-Pacific,Biotech,462847,231062,20,1767725,40,6,95,0.61,3,High,713,2025-11-02 09:16:01.581322+00:00,0.0,0.0,15.829807968466838,0.0,0.0,95.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,73.88,0.429,medium,44
S_01116,Silva-Smith,Asia-Pacific,Facilities,1403956,712939,31,1981351,6,0,51,0.93,8,High,825,2025-11-02 09:16:01.581322+00:00,0.0,0.0,29.310929028074295,0.05077906979012545,0.0,51.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.43,0.143,low,44
S_01117,"Levy, Franco and Hoffman",North America,Logistics,3388140,1834829,3,492355,46,12,94,0.83,3,High,790,2025-11-02 09:16:01.581322+00:00,0.0,0.0,1.3974630413651754,0.0,0.0,94.0,Penalty clause included for delayed delivery.,22.8,0.286,low,44
S_01118,"Lynch, Evans and Rodriguez",LATAM,Facilities,1087191,506192,34,1817710,11,1,54,0.85,8,Medium,797,2025-11-02 09:16:01.581322+00:00,0.0,0.0,35.76644641314154,0.0,0.024099905950921898,54.0,No clear penalty clause; termination ambiguous.,54.65,0.143,low,44
S_01119,Rogers LLC,Europe,Manufacturing,3534460,2714241,50,417443,59,9,69,0.22,5,Medium,577,2025-11-02 09:16:01.581322+00:00,1.0,13679.0,8.439498783575502,0.09028732732058062,0.0,58.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.11,1.0,high,44
S_01120,"Nguyen, Hill and Douglas",LATAM,Logistics,246561,110912,83,1218381,36,6,68,0.44,6,High,654,2025-11-02 09:16:01.581322+00:00,0.0,0.0,84.02632789022041,0.00235280281712775,0.0019513820840757925,68.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.08,1.0,high,44
S_01121,"Evans, Hernandez and Cannon",LATAM,IT Services,3458549,2953022,68,1072403,21,6,51,0.65,7,Medium,727,2025-11-02 09:16:01.581322+00:00,0.0,0.0,69.63582220777387,0.08132519230599757,0.0,51.0,Long-term partnership clause with annual reviews.,25.3,0.714,high,44
S_01122,Trujillo PLC,North America,Facilities,3176750,1626592,3,843300,55,3,78,0.81,5,Medium,783,2025-11-02 09:16:01.581322+00:00,1.0,11489.0,50.7404416331146,1.0,0.043181710168641314,63.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.12,0.286,low,44
S_01123,Guerrero-Becker,Asia-Pacific,Logistics,963925,775805,10,210045,41,2,63,0.71,7,Medium,748,2025-11-02 09:16:01.581322+00:00,1.0,26384.0,15.906139381273292,0.9397000884214984,0.0,72.0,No clear penalty clause; termination ambiguous.,50.41,0.143,low,44
S_01124,"Johnson, Jimenez and Phillips",LATAM,Biotech,753710,573962,72,1605055,20,0,99,0.31,7,High,608,2025-11-02 09:16:01.581322+00:00,1.0,44102.0,63.96185406681753,0.9441517592578217,1.0,64.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.82,1.0,high,44
